,question,solution,answer,topic,question_number
28,"Iron Man and Thor are racing in outer space. At first, Iron Man is 500 miles ahead of Thor. Then, for every mile that Thor travels, Iron Man travels 200 miles. Will Thor catch up to Iron Man?","def solution():
    #At first, Iron Man is 500 miles ahead of Thor
    thor_speed_mph = 0
    iron_man_speed_mph = thor_speed_mph - 500
    #As you pass thor's speed, Iron Man is 200 miles ahead of Thor
    #If thor speeds up for 500 miles, iron man will be further ahead than Thor
    iron_man_ahead = 500 - 500
    #The answer is
    result_string = ""No, Iron Man will be further ahead than Thor""
    return result_string","No, Iron Man will be further ahead than Thor",Iron Man,llema_q28
8,"In the first year, there were 1000 students at Hogwarts.  The next year, 200 more students enrolled.  In the third year, 300 students left.  How many students are there now?","def solution():
    #In the first year, there were 1000 students at Hogwarts
    students_first_year = 1000
    #The next year, 200 more students enrolled
    students_enrolled_second_year = 200
    #In the third year, 300 students left
    students_left_third_year = 300
    #The answer is
    result = students_first_year + students_enrolled_second_year - students_left_third_year
    return result",900,Harry Potter,mathwell_q8
1350,A Pokémon trainer has 30 Pokéballs. They use 2 Pokéballs to catch 2 Pikachus and 3 Pokéballs to catch 3 Squirtles. How many Pokéballs do they have left?,"def solution():
    #The trainer started with 30 Pokéballs
    pokeballs_initial = 30
    #They used 2 Pokéballs to catch 2 Pikachus
    pokeballs_used_pikachus = 2
    #They used 3 Pokéballs to catch 3 Squirtles
    pokeballs_used_squirtles = 3
    #The answer is
    result = pokeballs_initial - pokeballs_used_pikachus - pokeballs_used_squirtles
    return result",25,Pokémon,mathwell_q1296
109,"Iron Man can fly at 1000 mph. The distance from Earth to the Moon is 238,855 miles. How long does it take Iron Man to fly to the Moon?","def solution():
    #Iron Man can fly at 1000 mph
    iron_man_speed = 1000
    #The distance from Earth to the Moon is 238,855 miles
    distance = 238855
    #The answer is
    result = distance / iron_man_speed
    return result",238.855,Iron Man,llama_q109
883,The Hello Kitty plush doll company makes 12 dolls every 5 minutes.  How many Hello Kitty dolls do they make in 1 hour?,"def solution():
    #There are 12 Hello Kitty plush dolls every 5 minutes
    plush_per_time_unit = 12
    #Convert minutes to hours
    time_units = 5 / 60
    #The answer is
    result = plush_per_time_unit / time_units
    return result",144.0,Hello Kitty,llema_q879
1247,Superman has 1000 pieces of kryptonite. He uses 400 pieces to defeat 400 villains. He then uses 300 pieces to defeat 300 villains. How many pieces of kryptonite does he have left?,"def solution():
    #Superman started with 1000 pieces of kryptonite
    kryptonite_initial = 1000
    #He used 400 pieces to defeat 400 villains
    kryptonite_used_villains = 400
    #He used 300 pieces to defeat 300 villains
    kryptonite_used_villains_2 = 300
    #The answer is
    result = kryptonite_initial - kryptonite_used_villains - kryptonite_used_villains_2
    return result",300,Superman,llama_q1233
749,The Red Ranger has 20 power coins. The Blue Ranger has 30 power coins. The Yellow Ranger has 40 power coins. The Green Ranger has 50 power coins. The Pink Ranger has 60 power coins. How many power coins do the Power Rangers have in total?,"def solution():
    #The Red Ranger has 20 power coins
    red_power_coins = 20
    #The Blue Ranger has 30 power coins
    blue_power_coins = 30
    #The Yellow Ranger has 40 power coins
    yellow_power_coins = 40
    #The Green Ranger has 50 power coins
    green_power_coins = 50
    #The Pink Ranger has 60 power coins
    pink_power_coins = 60
    #The answer is
    result = red_power_coins + blue_power_coins + yellow_power_coins
    return result",90,Power Rangers,llama_q746
104,"The 4 Ninja Turtles, Michelangelo, Donatello, Leonardo, and Raphael, are eating pizza. Michelangelo ate 31 slices, Donatello ate 28 slices, Leonardo ate 23 slices, and Raphael ate 15 slices.  How many slices of pizza did they eat in total?","def solution():
    #Michelangelo ate 31 slices
    slices_michelangelo = 31
    #Donatello ate 28 slices
    slices_donatello = 28
    #Leonardo ate 23 slices
    slices_leonardo = 23
    #Raphael ate 15 slices
    slices_raphael = 15
    #The answer is
    result = slices_michelangelo + slices_donatello + slices_leonardo + slices_raphael
    return result",97,pizza,llema_q104
1166,"Carol Danvers, a.k.a. Captain Marvel, is an Air Force pilot. 
She flies 1000 miles on Monday, 2000 miles on Tuesday, 3000 miles on Wednesday, and 4000 miles on Thursday. 
How many miles did she fly?","def solution():
    #Carol Danvers flies 1000 miles on Monday
    miles_monday = 1000
    #2000 miles on Tuesday
    miles_tuesday = 2000
    #3000 miles on Wednesday
    miles_wednesday = 3000
    #4000 miles on Thursday
    miles_thursday = 4000
    #The answer is
    result = miles_monday + miles_tuesday + miles_wednesday + miles_thursday
    return result",10000,Captain Marvel,mathwell_q1122
822,"Batman has 200 gadgets. 100 of them are in the Batcave, 50 of them are in the Batmobile, and the rest are in the Batwing. How many gadgets are in the Batwing?","def solution():
    #Batman has 200 gadgets
    gadgets = 200
    #100 of them are in the Batcave
    batcave_gadgets = 100
    #50 of them are in the Batmobile
    batmobile_gadgets = 50
    #The rest are in the Batwing
    batwing_gadgets = gadgets - batcave_gadgets - batmobile_gadgets
    #The answer is
    result = batwing_gadgets
    return result",50,Batman,llama_q818
474,2000 cats were at a cat show. 250 of them were wearing hats. 1500 of them were wearing t-shirts. 250 of the cats wearing hats were also wearing t-shirts. How many of the cats at the show were not wearing hats or t-shirts?,"def solution():
    #Total number of cats at the show
    total_cats = 2000
    #Number of cats wearing hats
    hats = 250
    #Number of cats wearing t-shirts
    tshirts = 1500
    #Number of cats wearing both hats and t-shirts
    both = 250
    #The answer is
    result = total_cats - hats - tshirts + both
    return result",500,cats,mathwell_q467
434,A high school lacrosse team is trying to decide on a school color with a majority of the 250 students. 120 of the students wear blue and 180 of the students wear green. How many more students wear green than blue? Your answer should reflect 250 students or more.,"def solution():
    #120 of the students wear blue
    blue_students = 120
    #180 of the students wear green
    green_students = 180
    #The answer is
    result = green_students - blue_students
    return result
print(solution())",60,lacrosse,llema_q434
1319,"Wonder Woman can lasso 15 villains in 5 minutes. 
How many villains can she lasso in 10 minutes?","def solution():
    #Wonder Woman lassos 15 villains in 5 minutes
    villains_5_minutes = 15
    #10 minutes is 2 * 5 minutes
    time_10_minutes = 2 * 5
    #The answer is
    result = (villains_5_minutes * time_10_minutes) / 5
    return result",30.0,Wonder Woman,mathwell_q1267
975,The U.S. women's national team won the 2019 World Cup.  The team scored 26 goals in the tournament.  How many goals did the team score in each of the 7 games they played?,"def solution():
    #The U.S. women's national team scored 26 goals in the tournament
    us_goals = 26
    #The team played 7 games
    games_played = 7
    #The answer is
    result = us_goals / games_played
    return result",3.7142857142857144,soccer,llama_q969
1060,"Thor, the God of Thunder, is a superhero. He has 1200 ryo. 1/4 of his ryo is in the form of coins. 1/2 of his ryo is in the form of bills. 1/8 of his ryo is in the form of a check. How many ryo is in the form of a check?","def solution():
    #Thor has 1200 ryo
    ryo_total = 1200
    #1/4 of his ryo is in the form of coins
    ryo_coins = ryo_total / 4
    #1/2 of his ryo is in the form of bills
    ryo_bills = ryo_total / 2
    #1/8 of his ryo is in the form of a check
    ryo_check = ryo_total / 8
    #The answer is
    result = ryo_check
    return result",150.0,"Thor, the God of Thunder",llama_q1052
210,Iron Man can lift 500 pounds. How many times can he lift a suitcase that is 15 pounds?,"def solution():
    #Iron Man can lift 500 pounds
    iron_lift = 500
    #How many times can he lift a suitcase that is 15 pounds
    count = 500 // 15
    #The answer is
    result = count
    return result",33,Iron Man,llema_q210
712,A wild tiger has 16 baby tigers. 6 of the baby tigers are male. How many of the baby tigers are female?,"def solution():
    #Total number of tiger baby tigers
    tot_tigers = 16
    #Number of males
    tot_males = 6
    #Number of females
    tot_females = tot_tigers - tot_males
    #The answer is
    result = tot_females
    return result",10,cats,llema_q710
661,"2 kittens were born in the spring, and 3 more kittens were born in the summer. 2 of the kittens are male, and 1 of them is orange. How many kittens are female? How many kittens are neither male or orage?","def solution():
    #2 kittens were born in the spring, 3 more in the summer, and 4 in total
    total_kittens = 2 + 3
    #2 of the kittens are male
    male_kittens = 2
    #1 of them is orange
    orange_kittens = 1
    #females are the opposite color
    female_kittens = total_kittens - male_kittens - orange_kittens
    return result",5,Hello Kitty,llema_q659
184,The volleyball team has 100 shirts. 50 are green and 50 are blue. How many shirts does the volleyball team have?,"def solution():
    #The volleyball team has 100 shirts
    shirts = 100
    #50 are green
    green_shirts = 50
    #50 are blue
    blue_shirts = 50
    #The answer is
    result = green_shirts + blue_shirts
    return result",100,volleyball,llama_q184
224,Super Mario has 100 coins. He then collects 300 more coins. How many coins does he have now?,"def solution():
    #Super Mario started with 100 coins
    coins_initial = 100
    #He collected 300 more coins
    coins_collected = 300
    #The answer is
    result = coins_initial + coins_collected
    return result",400,Super Mario,mathwell_q221
796,"When we go to the grocery store, I go first, and then my 2 kids, so I buy 20 cookies, two boxes of brownies, then the kids each buy 2 red cookies, 1 blue cookie, and 1 brown cookie. How many brownies and cookies did we buy in total?","def solution():
    #I go first, and then my 2 kids
    people_shopping = 3
    #I buy 20 cookies
    cookies = 20
    #two boxes of brownies
    brownies = 2
    #my kids each buy 2 red cookies
    red_cookies = (2 * 2)
    #1 blue cookie
    blue_cookies = 1
    #1 brown cookie
    brown_cookies = 1
    #The number of brownies and cookies is
    result = people_shopping * brownies + cookies + red_cookies + blue_cookies + brown_cookies
    return result",32,cookies,llema_q793
1183,Barbie has 100 Barbie dolls. She sells 25 on Tuesday and 30 on Wednesday. How many Barbie dolls does she have left?,"def solution():
    #Barbie has 100 Barbie dolls
    barbie_dolls_initial = 100
    #She sells 25 on Tuesday
    barbie_dolls_sold_tuesday = 25
    #She sells 30 on Wednesday
    barbie_dolls_sold_wednesday = 30
    #The answer is
    result = barbie_dolls_initial - barbie_dolls_sold_tuesday - barbie_dolls_sold_wednesday
    return result",45,Barbie,mathwell_q1139
566,Batman has 123 Batmobiles. He has 36 more Batplanes than Batmobiles. How many Batplanes does he have?,"def solution():
    #Batman has 123 Batmobiles
    batmobiles = 123
    #He has 36 more Batplanes than Batmobiles
    batplanes = batmobiles + 36
    #The answer is
    result = batplanes
    return result",159,Batman,llama_q564
206,There are 6 people playing Pokémon GO. Each person captures 50 Pokémon in the morning and 30 Pokémon in the evening. They catch 30 Pokémon going around town in the afternoon. How many Pokémon did all 6 trainers catch altogether?,"def solution():
    #There are 6 people playing Pokémon GO
    players = 6
    #Each person catches 50 Pokémon in the morning and 30 in the evening
    morning = 50
    evening = 30
    #They catch 30 Pokémon going around town in the afternoon
    afternoon = 30
    #The answer is
    result = players * (morning + evening + afternoon)
    return result",660,Pokémon,llema_q206
