,0
45,"{'question': 'Hello Kitty is 10 years old. She is 10 years younger than her sister. How old is her sister?', 'solution': 'def solution():\n    #Hello Kitty is 10 years old\n    hello_kitty_age = 10\n    #She is 10 years younger than her sister\n    sister_age = hello_kitty_age + 10\n    return sister_age', 'answer': '20', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the age of Hello Kitty’s sister by adding the age difference to Hello Kitty’s age.'}"
46,"{'question': 'Jasmine has 120 pieces of candy. She eats 30 pieces of candy. How many pieces of candy does she have left?', 'solution': 'def solution():\n    #Jasmine has 120 pieces of candy\n    jasmine_candy_total = 120\n    #She eats 30 pieces of candy\n    jasmine_candy_eaten = 30\n    #The answer is\n    jasmine_candy_left = jasmine_candy_total - jasmine_candy_eaten\n    return jasmine_candy_left', 'answer': '90', 'accuracy': 1.0, 'explanation': 'The solution correctly subtracts the number of pieces of candy Jasmine eats from the total number of pieces she has, resulting in the correct number of candies left.'}"
47,"{'question': 'Tony Stark has 100 Iron Man suits. He uses 15 suits to defeat Thanos. He uses 20 suits to defeat Ultron. He uses 15 suits to defeat Loki. How many suits does he have left?', 'solution': 'def solution():\n    # Tony Stark started with 100 Iron Man suits\n    suits_initial = 100\n    # He used 15 suits to defeat Thanos\n    suits_used_thanos = 15\n    # He used 20 suits to defeat Ultron\n    suits_used_ultron = 20\n    # He used 15 suits to defeat Loki\n    suits_used_loki = 15\n    # The answer is\n    result = suits_initial - suits_used_thanos - suits_used_ultron - suits_used_loki\n    return result', 'answer': '50', 'accuracy': 1.0, 'explanation': 'The solution correctly subtracts the number of suits used to defeat Thanos, Ultron, and Loki from the initial number of Iron Man suits to arrive at the correct number of suits remaining.'}"
48,"
{
  ""question"": ""There are 1000 students at a school. 100 of them are in the Gryffindor house, 200 of them are in the Hufflepuff house, and 300 of them are in the Ravenclaw house. How many students are in the Slytherin house?"",
  ""solution"": ""def solution():\n    #Total students at Hogwarts\n    total_students = 1000\n    #Students in Gryffindor, Hufflepuff, and Ravenclaw\n    gryffindor_students = 100\n    hufflepuff_students = 200\n    ravenclaw_students = 300\n    #Students in Slytherin\n    slytherin_students = total_students - gryffindor_students - hufflepuff_students - ravenclaw_students\n    return slytherin_students"",
  ""answer"": ""400"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of students in the Slytherin house by subtracting the number of students in the Gryffindor, Hufflepuff, and Ravenclaw houses from the total number of students. The answer matches the expected result.""
}
"
49,"
{
  ""question"": ""Captain America has 1000 shields. 500 of them are in the Avengers Tower, 200 of them are in the Avengers Quinjet, and the rest of them are in the Avengers Helicarrier. How many shields are in the Avengers Helicarrier?"",
  ""solution"": ""def solution():\n    #Total shields\n    total_shields = 1000\n    #Shields in Avengers Tower\n    shields_avengers_tower = 500\n    #Shields in Avengers Quinjet\n    shields_avengers_quinjet = 200\n    #Shields in Avengers Helicarrier\n    shields_avengers_helicarrier = total_shields - shields_avengers_tower - shields_avengers_quinjet\n    return shields_avengers_helicarrier"",
  ""answer"": ""300"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly subtracts the number of shields in the Avengers Tower and the Avengers Quinjet from the total number of shields to determine the correct number of shields in the Avengers Helicarrier.""
}
"
50,"{'question': 'There are 4 Ninja Turtles and each of them has 2 pizzas. How many pizzas are there in total?', 'solution': 'def solution():\n    #number of ninja turtles\n    ninja_turtles = 4\n    #number of pizzas each ninja turtle has\n    pizzas_per_ninja_turtle = 2\n    #total number of pizzas\n    total_pizzas = ninja_turtles * pizzas_per_ninja_turtle\n    return total_pizzas', 'answer': '8', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the total number of pizzas by multiplying the number of Ninja Turtles by the number of pizzas each Ninja Turtle has, leading to the correct answer of 8 pizzas in total.'}"
51,"
{
  ""question"": ""10 unicorns can cast 855 spells in 72 minutes. How many spells can a single unicorn cast in an hour?"",
  ""solution"": ""def solution():\n    # Total number of spells cast by 10 unicorns in 72 minutes\n    total_spells_in_72_minutes = 855\n    # Number of spells cast by 1 unicorn in 72 minutes\n    spells_per_unicorn_72_minutes = total_spells_in_72_minutes / 10\n    # 72 minutes is equivalent to 1.2 hours (72 / 60)\n    hours_in_72_minutes = 72 / 60\n    # Number of spells a single unicorn casts in 1 hour\n    result = spells_per_unicorn_72_minutes / hours_in_72_minutes\n    return result"",
  ""answer"": ""142.5""
}
"
52,"
{
    ""question"": ""Harry Potter has 45 Galleons and needs 10 more Galleons to buy a new wand. How many total Galleons does he have?"",
    ""solution"": ""def solution():\n    #Harry Potter has 45 Galleons\n    galleons = 45\n    #He needs 10 more Galleons to buy a new wand\n    need_galleons = 10\n    #The answer is\n    result = galleons + need_galleons\n    return result"",
    ""answer"": ""55"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution is accurate because it correctly identifies that Harry Potter has 45 Galleons and needs 10 more, which he does not yet have, to buy a new wand. The question asks for the total Galleons he currently has, and that total is correctly calculated as 45 (current Galleons) + 10 (additional Galleons needed).""
}
"
53,"
{
  ""question"": ""Super Mario can run 1000 meters in 10 seconds. How many meters can he run in 25 seconds?"",
  ""solution"": ""def solution():\n    #Super Mario can run 1000 meters in 10 seconds\n    meters_per_second = 1000 / 10\n    #He can run\n    meters_in_25_seconds = meters_per_second * 25\n    return meters_in_25_seconds\nprint(solution())"",
  ""answer"": ""2500.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the rate at which Super Mario runs by dividing 1000 meters by 10 seconds to determine his speed in meters per second, and then multiplies this speed by 25 seconds to find out how many meters he can run in 25 seconds, arriving at the correct answer.""
}
"
54,"
{
  ""question"": ""Batman is 6' 2\"" tall. \nHe was 3' 7\"" tall when he was 5. \nHow many more inches is he now than he was then?"",
  ""solution"": ""def solution():\n    # Batman's current height in inches\n    current_height = 6 * 12 + 2\n    # Batman's height when he was 5 in inches\n    past_height = 3 * 12 + 7\n    # The difference in height\n    height_difference = current_height - past_height\n    return height_difference"",
  ""answer"": ""31"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates Batman's current and past height in inches and correctly computes the difference to be 31 inches.""
}
"
55,"{'question': 'LeBron James has played in 100 games. He has scored 25 points in 20 of those games, 30 points in 30 of those games, and 40 points in 50 of those games. How many points has he scored in total?', 'solution': 'def solution():\n    #LeBron James has played in 100 games\n    games = 100\n    #He has scored 25 points in 20 of those games\n    points_25 = 25\n    #He has scored 30 points in 30 of those games\n    points_30 = 30\n    #He has scored 40 points in 50 of those games\n    points_40 = 40\n    #The answer is\n    result = games * (points_25 * 20 + points_30 * 30 + points_40 * 50)\n    return result', 'answer': '340000', 'accuracy': 0.0, 'explanation': 'The solution incorrectly multiplies the total games by the sum of points scored in different games. It should count the total points by multiplying the points scored in each category of games by the number of games in that category and then summing those products.'}

The correct solution would be like this:
```python
def solution():
    # He has scored 25 points in 20 of those games
    total_points_25 = 25 * 20
    # He has scored 30 points in 30 of those games
    total_points_30 = 30 * 30
    # He has scored 40 points in 50 of those games
    total_points_40 = 40 * 50
    # The answer is
    result = total_points_25 + total_points_30 + total_points_40
    return result
```
And the corrected solution would provide a result which equals the sum of 500 (25 points for 20 games) plus 900 (30 points for 30 games) plus 2000 (40 points for 50 games), which equals 3400 total points."
56,"
{
  ""question"": ""A bag of candy has 100 pieces of candy. 20% of them are chocolate. 15% of them are gummies. 10% of them are sour. 5% of them are lollipops. 50% of them are hard candies. How many pieces of candy are not hard candies?"",
  ""solution"": ""def solution():\n    #Total candy\n    total_candy = 100\n    #Chocolate\n    chocolate = total_candy * 0.2\n    #Gummies\n    gummies = total_candy * 0.15\n    #Sour\n    sour = total_candy * 0.1\n    #Lollipops\n    lollipops = total_candy * 0.05\n    #Hard candy\n    hard_candy = total_candy * 0.5\n    #The answer is\n    result = total_candy - hard_candy\n    return result"",
  ""answer"": ""50.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the proportion of hard candies as 50% of the total candies (100 * 0.5 = 50). Subtracting the number of hard candies from the total number of candies gives the correct number of candies that are not hard candies (100 - 50 = 50).""
}
"
57,"{
    'question': 'Iron Man can fly 100 miles per minute. \nHow many miles does he fly in 5 minutes?', 
    'solution': 'def solution():\n    #Iron Man can fly 100 miles per minute\n    miles_per_minute = 100\n    #He flies for 5 minutes\n    minutes = 5\n    #The answer is\n    result = miles_per_minute * minutes\n    return result', 
    'answer': '500',
    'accuracy': 1.0, 
    'explanation': 'The solution accurately calculates the distance Iron Man can fly in 5 minutes by multiplying his speed (100 miles per minute) by the amount of time flown (5 minutes).'
}"
58,"{'question': 'Taylor Swift has 3 albums with 13 songs each. How many songs does she have in total?', 'solution': 'def solution():\n    #Taylor Swift has 3 albums\n    albums = 3\n    #Each album has 13 songs\n    songs_per_album = 13\n    #The answer is\n    result = albums * songs_per_album\n    return result', 'answer': '39', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the total number of songs by multiplying the number of albums (3) by the number of songs per album (13).'}"
