,question,solution,answer,topic,question_number
1185,Captain America is a superhero. He has 3000 vibranium shields. He used 1000 vibranium shields in a battle. 2000 vibranium shields were stolen. How many vibranium shields does he have left?,"def solution():
    #Captain America started with 3000 vibranium shields
    shields_initial = 3000
    #He used 1000 in a battle
    shields_used = 1000
    #2000 were stolen
    shields_stolen = 2000
    #The answer is
    result = shields_initial - shields_used - shields_stolen
    return result",0,Captain America,question_614
41,"Serena Williams has 14 Grand Slam titles. 5 of them are from Wimbledon, 3 of them are from the French Open, and 3 of them are from the Australian Open. How many of her titles are from the US Open?","def solution():
    #Serena Williams has 14 Grand Slam titles
    grand_slam_titles = 14
    #5 of them are from Wimbledon
    wimbledon_titles = 5
    #3 of them are from the French Open
    french_open_titles = 3
    #3 of them are from the Australian Open
    australian_open_titles = 3
    #The answer is
    result = grand_slam_titles - wimbledon_titles - french_open_titles - australian_open_titles
    return result",3,Serena Williams,question_615
170,"A Minecraft world has 20000000 blocks. 1000000 of the blocks are dirt, 1/10 of the dirt is turned into farmland, and 1/10 of the farmland is turned into a crop. How many blocks are the crop?","def solution():
    #Total number of blocks
    total_blocks = 20000000
    #Number of dirt blocks
    dirt_blocks = 1000000
    #Number of dirt blocks turned into farmland
    farmland_blocks = dirt_blocks / 10
    #Number of farmland blocks turned into a crop
    crop_blocks = farmland_blocks / 10
    #The answer is
    result = crop_blocks
    return result",10000.0,Minecraft,question_616
733,"A field hockey team has 11 players. The team's 2nd and 3rd stringers have 4 and 5 players, respectively. How many 1st string players are there?","def solution():
    #The team has 11 players
    total_players = 11
    #The 2nd and 3rd stringers have 4 and 5 players, respectively
    second_string_players = 4
    third_string_players = 5
    #The 1st stringers are the rest. The answer is
    first_string_players = total_players - second_string_players - third_string_players
    return first_string_players",2,field hockey,question_617
651,"A bakery baked 400 buns. They sold 120 buns in the morning, 170 buns in the afternoon, and 110 buns in the evening. How many buns are left?","def solution():
    #The bakery baked 400 buns
    buns_baked = 400
    #They sold 120 in the morning, 170 in the afternoon, and 110 in the evening
    buns_sold_morning = 120
    buns_sold_afternoon = 170
    buns_sold_evening = 110
    #The answer is
    result = buns_baked - buns_sold_morning - buns_sold_afternoon - buns_sold_evening
    return result",0,,question_618
137,A Boeing 747 can seat 366 people. A Boeing 777 can seat 300 people. How many more people can a fleet of 10 Boeing 747s seat than a fleet of 10 Boeing 777s?,"def solution():
    #A Boeing 747 can seat 366 people
    boeing_747_seats = 366
    #A Boeing 777 can seat 300 people
    boeing_777_seats = 300
    #A fleet of 10 Boeing 747s can seat
    fleet_747_seats = 10 * boeing_747_seats
    #A fleet of 10 Boeing 777s can seat
    fleet_777_seats = 10 * boeing_777_seats
    #The answer is
    result = fleet_747_seats - fleet_777_seats
    return result",660,planes,question_619
326,Patrick Mahomes has 224 passing yards. He also has 24 rushing yards. How many total yards does he have?,"def solution():
    #Patrick Mahomes has 224 passing yards
    passing_yards = 224
    #He also has 24 rushing yards
    rushing_yards = 24
    #The answer is
    result = passing_yards + rushing_yards
    return result",248,Patrick Mahomes,question_620
684,"A trainer has 200 Poké Balls. They used 50 Poké Balls to catch Pokémon on Monday, 30 on Tuesday, and 20 on Wednesday. How many Poké Balls do they have left?","def solution():
    #The trainer started with 200 Poké Balls
    poke_balls_initial = 200
    #They used 50 on Monday
    poke_balls_used_monday = 50
    #30 on Tuesday
    poke_balls_used_tuesday = 30
    #And 20 on Wednesday
    poke_balls_used_wednesday = 20
    #The answer is
    result = poke_balls_initial - poke_balls_used_monday - poke_balls_used_tuesday - poke_balls_used_wednesday
    return result",100,Pokémon,question_621
727,"1500 cars, 2000 trucks, and 500 vans are in a parking lot. How many more trucks than vans are in the parking lot?","def solution():
    #1500 cars, 2000 trucks, and 500 vans are in a parking lot.
    cars = 1500
    trucks = 2000
    vans = 500
    #The answer is
    result = trucks - vans
    return result",1500,cars,question_622
990,The T-Rex is 5000 times the size of a toy T-Rex. The toy T-Rex is 1000 times the size of a T-Rex on a cereal box. How many times the size of a T-Rex on a cereal box is the T-Rex?,"def solution():
    #The toy T-Rex is 1000 times the size of a T-Rex on a cereal box
    toy_tr_to_cereal_tr = 1000
    #The T-Rex is 5000 times the size of a toy T-Rex
    tr_to_toy_tr = 5000
    #The T-Rex is
    tr_to_cereal_tr = tr_to_toy_tr * toy_tr_to_cereal_tr
    return tr_to_cereal_tr",5000000,dinosaurs,question_623
1145,The lacrosse team has 120 sticks. They have 45 short sticks and 31 medium sticks. The rest are long sticks. How many long sticks do they have?,"def solution():
    #The lacrosse team has 120 sticks
    sticks_total = 120
    #They have 45 short sticks and 31 medium sticks
    sticks_short = 45
    sticks_medium = 31
    #The rest are long sticks
    sticks_long = sticks_total - sticks_short - sticks_medium
    #The answer is
    result = sticks_long
    return result",44,lacrosse,question_624
429,"A candy store sells 5000 candy canes a day. 1000 of them are strawberry, 2000 of them are peppermint, and the rest are spearmint. How many spearmint candy canes does the candy store sell a day?","def solution():
    #Total candy canes sold a day
    total_candy_canes = 5000
    #Strawberry candy canes
    strawberry_candy_canes = 1000
    #Peppermint candy canes
    peppermint_candy_canes = 2000
    #The answer is
    result = total_candy_canes - strawberry_candy_canes - peppermint_candy_canes
    return result",2000,candy,question_625
701,Barbie has 300 pink pearls. She gave 2/5 of the pearls to her friend. How many pearls does she have left?,"def solution():
    #Barbie started with 300 pearls
    pearls_initial = 300
    #She gave 2/5 of the pearls to her friend
    pearls_given = 2/5 * pearls_initial
    #The answer is
    result = pearls_initial - pearls_given
    return result",180.0,Barbie,question_626
315,Super Mario has 15 mushrooms. 8 of them are red and the rest are green. He ate 3 of the red mushrooms and 5 of the green mushrooms. How many mushrooms does he have left?,"def solution():
    #Super Mario has 15 mushrooms
    mushrooms_total = 15
    #8 of them are red
    mushrooms_red = 8
    #The rest are green
    mushrooms_green = mushrooms_total - mushrooms_red
    #He ate 3 of the red mushrooms and 5 of the green mushrooms
    mushrooms_eaten_red = 3
    mushrooms_eaten_green = 5
    #The answer is
    result = mushrooms_total - mushrooms_eaten_red - mushrooms_eaten_green
    return result",7,Super Mario,question_627
290,12000 bees are in a hive. 1000 bees a day are born for 5 days. 2000 bees a day die for 5 days. How many bees are there at the end of the 5 days?,"def solution():
    #There were 12000 bees in the hive
    bees_initial = 12000
    #1000 bees a day are born for 5 days
    bees_born_per_day = 1000
    #2000 bees a day die for 5 days
    bees_die_per_day = 2000
    #The answer is
    result = bees_initial + (bees_born_per_day * 5) - (bees_die_per_day * 5)
    return result",7000,,question_628
544,The lacrosse team has 120 shin guards. They are washed 30 at a time. How many times do they have to wash the shin guards to wash them all?,"def solution():
    #The number of shin guards
    shin_guards = 120
    #The number of shin guards washed at a time
    washed_per_time = 30
    #The answer is
    result = shin_guards / washed_per_time
    return result",4.0,lacrosse,question_629
1068,"Batman is 2400 days old. 1000 of those days, he was a toddler. 1/3 of the remaining days, he was a teenager. How many days has Batman been an adult?","def solution():
    #Batman is 2400 days old
    batman_days_old = 2400
    #1000 of those days, he was a toddler
    toddler_days = 1000
    #1/3 of the remaining days, he was a teenager
    teenager_days = (batman_days_old - toddler_days) / 3
    #The answer is
    adult_days = batman_days_old - toddler_days - teenager_days
    return adult_days",933.3333333333333,Batman,question_630
282,"A sack of 20 onions is now selling at $2.50. If onions are selling at $2.50 per 15 onions, how much will you save by buying the sack of 20 onions?","def solution():
    #A sack of 20 onions is now selling at $2.50
    onions_20 = 2.50
    #Onions are selling at $2.50 per 15 onions
    onions_15 = 2.50
    #To find the cost of 1 onion in each case,
    onions_20_per_onion = onions_20 / 20
    onions_15_per_onion = onions_15 / 15
    #The answer is
    result = onions_15_per_onion * 20 - onions_20
    return result",0.833333333333333,,question_631
710,"A candy store has 400 lollipops. They sold 100 lollipops on Monday, 200 lollipops on Tuesday, and 300 lollipops on Wednesday. How many lollipops do they have left?","def solution():
    #The candy store started with 400 lollipops
    lollipops_initial = 400
    #They sold 100 lollipops on Monday
    lollipops_sold_monday = 100
    #200 lollipops on Tuesday
    lollipops_sold_tuesday = 200
    #300 lollipops on Wednesday
    lollipops_sold_wednesday = 300
    #The answer is
    result = lollipops_initial - lollipops_sold_monday - lollipops_sold_tuesday - lollipops_sold_wednesday
    return result",-200,candy,question_632
973,The cheer leading squad has 18 members. 2/3 of the members are tumbling. 1/3 of the tumbling members are also stunting. How many members are both tumbling and stunting?,"def solution():
    #total members in the squad
    total_members = 18
    #2/3 of the members are tumbling
    tumbling_members = 2/3 * total_members
    #1/3 of the tumbling members are also stunting
    stunting_members = 1/3 * tumbling_members
    #The answer is
    result = tumbling_members - stunting_members
    return result",8.0,cheer leading,question_633
1122,"The Lakers and the Clippers are playing a 7-game series. The Lakers are up 3-2. The Lakers are 4-1 in the series. 

What is the Clippers' record in the series?","def solution():
    #The Lakers are up 3-2
    laker_wins = 3
    clipper_wins = 2
    #The Lakers are 4-1 in the series
    laker_games = 4
    clipper_games = 1
    #The Clippers' record in the series is
    clipper_record = clipper_wins / clipper_games
    return clipper_record",2.0,basketball,question_634
1015,There are 150 dachshunds in a dachshund parade. 30 more dachshunds than twice as many beagles are in the parade. How many dogs are in the parade?,"def solution():
    #dachshunds in the parade
    dachshunds = 150
    #30 more dachshunds than twice as many beagles
    beagles = (2 * dachshunds) + 30
    #The answer is
    result = dachshunds + beagles
    return result",480,dogs,question_635
