,question,solvability,explanation
705,The Stegosaurus is 4 meters tall. The Triceratops is 2 meters taller than the Stegosaurus. The Brachiosaurus is 10 meters taller than the Triceratops. How tall is the Brachiosaurus?,1.0,This question arrives at one correct answer and contains all the information needed to solve it. We can find the height of each dinosaur step by step and ultimately determine the height of the Brachiosaurus.
706,"Batman has to travel 60 miles to reach the Batcave from Gotham City. If he travels at a speed of 40 miles per hour, how long will it take him to reach the Batcave?",1.0,"This question arrives at one correct answer and contains all the necessary information needed to solve it. With distance and speed provided, the student can use the formula time = distance/speed to solve for the time it takes to reach the Batcave."
707,"Hello Kitty is planning a party and needs to make 50 cupcakes for her guests. She has 2 cups of flour, 1 cup of sugar, and 1/2 cup of butter. If each cupcake requires 1/4 cup of flour, 1/4 cup of sugar, and 1/8 cup of butter, will she have enough ingredients to make all 50 cupcakes?",0.0,"The problem lacks sufficient information as to how many cupcakes can be made with the available ingredients. The quantities required for each ingredient, per cupcake, are provided; however, without knowing the conversion of cups needed for 50 cupcakes, it is impossible to determine whether she has enough ingredients for all 50 cupcakes."
708,"The lacrosse team at Johns Hopkins University has 25 players. If each player has to pay $20 for equipment, and the coach wants to buy new helmets for $500, how much money does the team need to raise?",1.0,"This question is solvable because it contains all the necessary information. The total amount of money needed from each player can be calculated by multiplying the number of players by the cost per player ($20), and adding the cost of new helmets ($500) gives us the final amount the team needs to raise."
709,"LeBron James scored 30 points in one game and 25 points in another game. In total, he scored 162 points in the first 10 games of the season. How many points did James score in the other 8 games of the season?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the points scored in the two mentioned games from the total points scored in the 10 games, one can find out the points scored in the remaining 8 games."
710,"A swimmer can complete 100 meters in 1 minute. If they swim for 30 minutes, how many meters did they swim?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By knowing the swimmer's speed (100 meters per minute) and the duration of the swim (30 minutes), one can simply multiply these two values to find the total distance swum."
711,"A group of paleontologists have found a dinosaur fossil that is 65 million years old. They want to estimate the length of the dinosaur based on the size of its femur bone. The femur bone is 1.5 meters long, and it is known that the length of a femur bone is about one sixth the length of the entire dinosaur. How long was the dinosaur?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By simply taking the femur length and multiplying it by 6, the length of the entire dinosaur can be estimated."
712,"A cheer squad has 20 members. If they split evenly into 4 groups to practice, how many members are in each group?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By dividing the total number of cheer squad members (20) by the number of groups (4), we can find out how many members are in each group."
713,A bakery had 100 freshly baked cookies. They sold 60 cookies in one day and 25 more on the next day. How many cookies are left in the bakery?,1.0,"This question arrives at one correct answer, contains all the information needed to solve it, and does not result in a negative number which is not possible in this context."
714,"Captain Marvel can fly at a speed of 500 miles per hour. She needs to travel from New York to Los Angeles, which is a distance of 2,500 miles. How long will it take her to get there?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. It provides the speed at which Captain Marvel can fly and the total distance she needs to travel. By dividing the distance by the speed, we get the time it takes for her to travel from New York to Los Angeles."
