,question,solution,answer,topic,question_number
211,Wonder Woman can lasso 20 bad guys in 10 minutes. 200 bad guys are running amok in a mall. How many 10-minute rounds will it take for Wonder Woman to lasso all 200 bad guys? - Wonder Woman can lasso 20 bad guys in 10 minutes.,"def solution():
    #Wonder Woman can lasso 20 bad guys in 10 minutes.
    bad_guys_lassoed_per_round = 20
    #200 bad guys are running amok in a mall.
    bad_guys_total = 200
    #The answer is
    rounds = bad_guys_total / bad_guys_lassoed_per_round
    return rounds",10.0,Wonder Woman,llema_q211
6,The soccer team has 20 players. Each player has 2 legs. How many legs are there in total?,"def solution():
    # number of players
    players = 20
    # each player has 2 legs
    legs_per_player = 2
    # total number of legs
    total_legs = players * legs_per_player
    return total_legs",40,soccer,mammoth_q6
995,"Patrick Mahomes has 24 touchdown passes. 12 of them are in the first half, 7 of them are in the second half, and the rest are in overtime. How many touchdown passes does Patrick Mahomes have in overtime?","def solution():
    #Patrick Mahomes has 24 touchdown passes
    total_touchdowns = 24
    #12 of them are in the first half
    first_half_touchdowns = 12
    #7 of them are in the second half
    second_half_touchdowns = 7
    #The rest are in overtime. The answer is
    overtime_touchdowns = total_touchdowns - first_half_touchdowns - second_half_touchdowns
    return overtime_touchdowns",5,Patrick Mahomes,llama_q989
521,A train is 400 feet long and is going 50 miles per hour. How many seconds does it take the train to pass a sign?,"def solution():
    #A train is 400 feet long
    train_length = 400
    #and is going 50 miles per hour
    miles_per_hour = 50
    #1 mile is 5280 feet
    miles_feet = miles_per_hour * 5280
    #So, 50 miles per hour is
    miles_feet_per_hour = miles_feet / miles_per_hour
    #The answer is
    result = train_length / miles_feet_per_hour
    return result",0.07575757575757576,trains,llema_q521
358,"There are 12 planes on the tarmac. 4 of the planes are Boeing 737s, and 3 of the Boeing 737s are Southwest Airlines planes. How many Southwest Airlines planes are on the tarmac?","def solution():
    #There are 12 planes on the tarmac
    total_planes = 12
    #4 of the planes are Boeing 737s
    boeing_737s = 4
    #3 of the Boeing 737s are Southwest Airlines planes
    southwest_planes = 3
    #The answer is
    result = southwest_planes
    return result",3,planes,llama_q358
280,"Barbie has 200 pink dresses. 100 of them are short, 50 of them are medium, and the rest are long. How many long dresses does Barbie have?","def solution():
    #Barbie has 200 pink dresses
    dresses_total = 200
    #100 of them are short
    dresses_short = 100
    #50 of them are medium
    dresses_medium = 50
    #Number of long dresses is
    dresses_long = dresses_total - dresses_short - dresses_medium
    return dresses_long",50,Barbie,mathwell_q275
711,"Iron Man is a superhero. He needs to get to the city of Zhuji for a mission. He has an Iron Car and Iron Jet. The jet travels 20 times faster than the car. The car needs 160 minutes to reach the city, but the jet only needs 1 minute. How long would it take Iron Man to reach the city using the jet?","def solution():
    #The Iron Car travels 160 minutes to reach the city
    minutes_car = 160
    #The Iron Jet travels 1 minute to reach the city
    minutes_jet = 1
    #The Jet travels 20 times faster than the car
    speed_ratio_jet_car = 20
    #Minutes to travel by Jet:
    result = minutes_jet * speed_ratio_jet_car
    return result
2.",20,Iron Man,llema_q709
2,"A litter of kittens has 5 kittens. They want to build a house of cards so one cat makes 5 towers and gives each tower a card. The kittens want to make their own house of cards. If the kittens stack 2 card towers for each cat, how many card towers of 2 stacks does it take to build a house of cards for all the kittens?","def solution():
    #A litter of kittens has 5 kittens
    cats = 5
    """"""One cat makes 5 towers and gives each tower a card. 
    We know there are 5 cats, who gave 5 towers. 
    If the kittens want to make their own house of cards,  they stack 2 card towers for each cat.""""""
    #It takes 2 towers for each cat
    #So we multiply 2 towers and 5 cats
    house_of_cards = 2 * cats
    #The answer is
    result = house_of_cards
    return result",10,cats,llema_q2
1332,Barbie has 1200.00 in her savings account. She withdrew 100.00 to buy a new outfit. She then withdrew 250.00 to buy a new car. She withdrew 50.00 to buy a new house. How much money is left in her savings account?,"def solution():
    #Barbie started with 1200.00
    money_initial = 1200
    #She withdrew 100.00 for a new outfit
    outfit_cost = 100
    #She withdrew 250.00 for a new car
    car_cost = 250
    #She withdrew 50.00 for a new house
    house_cost = 50
    #The answer is
    result = money_initial - outfit_cost - car_cost - house_cost
    return result",800,Barbie,mathwell_q1278
29,"A field hockey team has 12 players. 3 of the players are on the forward line, 4 are on the midfield line, and 5 are on the defensive line. How many players are not on the forward, midfield, or defensive lines?","def solution():
    #Total players
    total_players = 12
    #Forward line players
    forward_line_players = 3
    #Midfield line players
    midfield_line_players = 4
    #Defensive line players
    defensive_line_players = 5
    #Players not on the forward, midfield, or defensive lines
    other_line_players = total_players - forward_line_players - midfield_line_players - defensive_line_players
    return other_line_players",0,field hockey,mathwell_q29
677,"Barbie has 300 coins. She saves 200 of these coins and
pays the rest to buy her mom a present. How much money does Barbie have  now?","def solution():
    #Barbie has a 300 coins
    barbie_coins_initial = 300
    #She saves 200 of these coins
    barbie_coins_saves = 200
    #She pays the rest of the coins
    barbie_coins_spent  = barbie_coins_initial - barbie_coins_saves
    #How much money does Barbie have now?
    result = barbie_coins_saves
    return result",200,Barbie,llema_q675
1070,A commercial airplane takes 12 hours to fly from New York to Beijing. A fighter jet takes 20 hours to fly from New York to Beijing. How many times faster is the commercial airplane than the fighter jet?,"def solution():
    #A commercial airplane takes 12 hours to fly from New York to Beijing
    commercial_plane_time = 12
    #A fighter jet takes 20 hours to fly from New York to Beijing
    fighter_jet_time = 20
    #The answer is
    result = commercial_plane_time / fighter_jet_time
    return result",0.6,planes,llama_q1061
305,The North hockey team has 15 players. The South hockey team has 20 players. 40% of the North players and 50% of the South players are left-handed. How many players in total are left-handed?,"def solution():
    """"""
    The solution to the North hockey team and South hockey team

    field hockey problem.
    """"""
    #North has 15 players
    north_players = 15
    #North 40% of players are left-handed
    north_left_handed = north_players * 0.40
    #South has 20 players
    south_players = 20
    #South 50% of players are left handed
    south_left_handed = south_players * 0.50
    #The solution is
    result = north_left_handed + south_left_handed
    return result",16.0,field hockey,llema_q305
977,The women's lacrosse team has 25 players. The men's lacrosse team has 20 more players than the women's team. How many players are on the two lacrosse teams?,"def solution():
    #The women's team has 25 players
    women_players = 25
    #The men's team has 20 more players than the women's team
    men_players = women_players + 20
    #The total number of players is
    total_players = women_players + men_players
    return total_players",70,lacrosse,mathwell_q945
582,Barbie and Ken just got married and they got 15 gifts from their friends. Ken gave Barbie 6 gifts and Barbie gave herself 7 gifts. How many gifts does Barbie have?,"def solution():
    #Barbie and Ken just got married and they got 15 gifts
    gifts_initial = 15
    #Ken gave Barbie 6 gifts
    ken_gifts = 6
    #Barbie gave herself 7 gifts
    barbie_gifts = 7
    #Barbie has
    result = gifts_initial - ken_gifts + barbie_gifts
    return result",16,Barbie,llema_q581
1042,"A Fortnite player has 3200 V-bucks. 
The player spends 500 V-bucks on a new skin. 
The player spends 800 V-bucks on a new glider. 
How many V-bucks does the player have left?","def solution():
    #A Fortnite player has 3200 V-bucks
    v_bucks_initial = 3200
    #The player spends 500 V-bucks on a new skin
    v_bucks_skin = 500
    #The player spends 800 V-bucks on a new glider
    v_bucks_glider = 800
    #The answer is
    result = v_bucks_initial - v_bucks_skin - v_bucks_glider
    return result",1900,Fortnite,llama_q1034
1209,Captain Marvel is a superhero. She is 1000 times stronger than a normal human. A normal human can lift 100 pounds. How many pounds can Captain Marvel lift?,"def solution():
    #A normal human can lift 100 pounds
    normal_human_lift = 100
    #Captain Marvel is 1000 times stronger than a normal human
    captain_marvel_lift = normal_human_lift * 1000
    #The answer is
    result = captain_marvel_lift
    return result",100000,Captain Marvel,mathwell_q1165
681,Patrick Mahomes is a professional football player. He is 6 feet and 3 inches tall. 1 inch is 2.54 centimeters. How many centimeters tall is Patrick Mahomes?,"def solution():
    #Patrick is 6 feet 3 inches tall
    height_in_feet = 6
    height_in_inches = 3
    #1 foot is 30.48 centimeters
    foot_to_cm = 30.48
    #1 inch is 2.54 centimeters
    inch_to_cm = 2.54
    #The answer is
    result = (height_in_feet * foot_to_cm) + (height_in_inches * inch_to_cm)
    return result",190.5,Patrick Mahomes,llama_q678
619,"12 cats are at a cat convention. 4 of them are Siamese, 3 of them are Persian, and the rest are Maine Coon. How many Maine Coon cats are there?","def solution():
    #Total cats
    total_cats = 12
    #Siamese cats
    siamese_cats = 4
    #Persian cats
    persian_cats = 3
    #Maine Coon cats are
    maine_coon_cats = total_cats - siamese_cats - persian_cats
    return maine_coon_cats",5,cats,mathwell_q598
198,Power Rangers is a 3 hour long television show. 16 minutes is dedicated to recapping the plot. How much of the Power Rangers show is not recaps of the plot?,"def solution():
    #3 hour long television show
    minutes = 180
    #16 minutes is dedicated to recapping the plot
    plot = 16
    #How much of the Power Rangers show is not recaps of the plot?
    result = minutes - plot
    return result",164,Power Rangers,llema_q198
61,Naruto has 1000 ramen. He gives 200 ramen to each of his 5 friends. How many ramen does Naruto have left?,"def solution():
    # Naruto has 1000 ramen
    naruto_ramen = 1000
    # He gives 200 ramen to each of his 5 friends
    ramen_given = 200 * 5
    # The answer is
    result = naruto_ramen - ramen_given
    return result",0,Naruto,mammoth_q61
