,0
643,"
{
  ""question"": ""Steph Curry made 150 3-pointers in the 2018-2019 NBA season. Some of the 3-pointers were in the first half, some of them were in the second half, and the rest of them were during the overtime. If 60 of the 3-pointers were in the first half, 20 of them were in the second half, and 20 of them were in the overtime, how many 3-pointers did Steph Curry make during the overtime?"",
  ""solvability"": 1,
  ""explanation"": ""Although the question is awkwardly phrased by providing the answer within itself, it is technically solvable since it asks for a piece of information that is given in the question. The student could simply report back the information provided. However, the formulation should be corrected for educational purposes.""
}
"
644,"
{
  'question': 'Power Rangers can morph 40 putties in 20 minutes. How many putties can they morph in 5 hours?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information necessary to solve it. Given the rate at which Power Rangers can morph putties, it can be scaled up to determine how many putties they can morph in 5 hours.'
}
"
645,"Here's the evaluation for the provided question:

```
{
  'question': 'Black Panther has 1000 vibranium ingots. 1/3 of the vibranium ingots are used to make vibranium weapons, and 1/5 of the vibranium ingots used to make vibranium weapons are also used to make vibranium armor. How many vibranium ingots are used to make vibranium armor?',
  'solvability': 1,
  'explanation': 'This question is solvable and arrives at one correct answer. All calculations can be performed with the information given. First, determine 1/3 of the 1000 ingots for weapons, which is 333.33 (since we are likely dealing with whole ingots, this would probably be rounded up or down). Then, calculate 1/5 of that amount to get the number used for armor. The terms for the armor calculation are derived from the first part, so no additional information is necessary; hence, the problem is solvable.'
}
```"
646,"
{
    ""question"": ""Hello Kitty has 200 friends. Each friend has 200 dollars. The total amount of money that her friends have is 200*200 = 40000 dollars. If she wants to borrow 3 dollars per day from her friends, how many days will it take for her to borrow all the money?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The total amount of money is clearly defined, and the amount Hello Kitty wants to borrow daily is also specified. Dividing the total amount of money by the daily borrowing rate will yield the number of days needed.""
}
"
647,"
{
  ""question"": ""Captain America has three bags, the red bag, the blue bag, and the white bag. There are 4 red items, 5 blue items, and 6 white items in Captain America’s cabin. \n\n- Captain America packs 3 red items into the red bag.\n- Captain America packs 1 red item and 2 blue items into the blue bag.\n- Captain America packs 4 blue items and 2 white items into the white bag.\n\nHow many red, blue, and white items are in the bags?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Captain America has a certain number of items and distributes them into bags. The question asks for the number of items in the bags, which can be directly calculated from the information provided.""
}
"
648,"
{
  ""question"": ""The Brazilian soccer team scored 10 goals. The Argentinian soccer team scored 5 fewer goals than the Brazilian team. The Argentinian team scored 1/4 as many goals as the Brazilian team. How many goals did the Argentinian team score?"",
  ""solvability"": 0,
  ""explanation"": ""The question presents contradictory information: the Argentinian team cannot both score 5 fewer goals than the Brazilian team and exactly 1/4 the number of goals. Only one of these can be correct, thus the problem is unsolvable without clarification.""
}
"
649,"
{
  ""question"": ""Black Panther is the king of Wakanda. He has 20 Dora Milaje warriors. 5 of them are in the field, 7 of them are guarding the palace, and 3 of them are in the lab. How many Dora Milaje warriors are in the palace?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The number of Dora Milaje warriors in the palace is explicitly given as 7.""
}
"
650,"
{
  ""question"": ""Batman caught a baddie with his trademark punch. Each punch knocks out 7 baddies. If Batman has thrown 60 punches, how many baddies has he knocked out?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the necessary information to solve it. The total number of baddies knocked out can be found by multiplying the number of punches thrown by the number of baddies each punch knocks out.""
}
"
651,"
{
  ""question"": ""Wonder Woman has 4 lassos. Each lasso has 10 meters of rope. \n\nHow many meters of rope does Wonder Woman have in total?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The total meters of rope can be calculated by multiplying the number of lassos by the length of each rope.""
}
"
652,"
{
  ""question"": ""A lacrosse team has 20 players. Each player has a stick with a maximum of 4 heads. If each head has a maximum of 3 strings, how many total strings are on all the sticks?"",
  ""solvability"": 1,
  ""explanation"": ""This question can be solved with the information provided. Each player can have up to 4 heads on their stick, and each head can have up to 3 strings. The total number of strings would be the number of players multiplied by the maximum number of heads per player, then multiplied by the maximum number of strings per head.""
}
"
653,"
{
  ""question"": ""The Empire State Building is 1,250 feet tall. The Eiffel Tower is 984 feet tall. How many feet taller is the Empire State Building?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The height difference can be found by subtracting the height of the Eiffel Tower from the height of the Empire State Building.""
}
"
