,model,question_number,solvability,accuracy,appropriateness,topic,notes,addition,subtraction,multiplication,division,fractions,decimals,no_ops,total_ops,good,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,question,solution,answer,topic_y,Unnamed: 0.4,Unnamed: 0.5,text,acc_text
31,mathwell,mathwell_q987,1,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1,,,925.0,1021,"3000 people lined up to get ice cream. 1/4 of them got a scoop of chocolate, 1/5 of them got a scoop of vanilla, and 1/6 of them got a scoop of strawberry. How many people got a scoop of ice cream that was not chocolate, vanilla, or strawberry?","def solution():
    #3000 people lined up to get ice cream
    people = 3000
    #1/4 of them got a scoop of chocolate
    chocolate = people / 4
    #1/5 of them got a scoop of vanilla
    vanilla = people / 5
    #1/6 of them got a scoop of strawberry
    strawberry = people / 6
    #The answer is
    result = people - chocolate - vanilla - strawberry
    return result",1150.0,ice cream,,,"Question: 3000 people lined up to get ice cream. 1/4 of them got a scoop of chocolate, 1/5 of them got a scoop of vanilla, and 1/6 of them got a scoop of strawberry. How many people got a scoop of ice cream that was not chocolate, vanilla, or strawberry?
Answer: 1150.0","Question: 3000 people lined up to get ice cream. 1/4 of them got a scoop of chocolate, 1/5 of them got a scoop of vanilla, and 1/6 of them got a scoop of strawberry. How many people got a scoop of ice cream that was not chocolate, vanilla, or strawberry?
Solution:
def solution():
    #3000 people lined up to get ice cream
    people = 3000
    #1/4 of them got a scoop of chocolate
    chocolate = people / 4
    #1/5 of them got a scoop of vanilla
    vanilla = people / 5
    #1/6 of them got a scoop of strawberry
    strawberry = people / 6
    #The answer is
    result = people - chocolate - vanilla - strawberry
    return result"
33,mathwell,mathwell_q528,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,4.0,540,Patrick Mahomes has 20000 yards. He gains 10000 more yards in the 2020 season. He gains 15000 in the 2021 season. How many yards does he have now?,"def solution():
    #Patrick Mahomes started with 20000 yards
    yards_initial = 20000
    #He gained 10000 in the 2020 season
    yards_2020 = 10000
    #He gained 15000 in the 2021 season
    yards_2021 = 15000
    #The answer is
    result = yards_initial + yards_2020 + yards_2021
    return result",45000.0,Patrick Mahomes,,,"Question: Patrick Mahomes has 20000 yards. He gains 10000 more yards in the 2020 season. He gains 15000 in the 2021 season. How many yards does he have now?
Answer: 45000.0","Question: Patrick Mahomes has 20000 yards. He gains 10000 more yards in the 2020 season. He gains 15000 in the 2021 season. How many yards does he have now?
Solution:
def solution():
    #Patrick Mahomes started with 20000 yards
    yards_initial = 20000
    #He gained 10000 in the 2020 season
    yards_2020 = 10000
    #He gained 15000 in the 2021 season
    yards_2021 = 15000
    #The answer is
    result = yards_initial + yards_2020 + yards_2021
    return result"
34,mathwell,mathwell_q824,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,11.0,850,"Batman has 100 batarangs. 20 of them are in his utility belt, 30 of them are in his cape, and the rest are in his Batmobile. How many batarangs are in his Batmobile?","def solution():
    #Batman has 100 batarangs
    batarangs_total = 100
    #20 of them are in his utility belt
    batarangs_utility_belt = 20
    #30 of them are in his cape
    batarangs_cape = 30
    #The answer is
    batarangs_batmobile = batarangs_total - batarangs_utility_belt - batarangs_cape
    return batarangs_batmobile",50.0,Batman,,,"Question: Batman has 100 batarangs. 20 of them are in his utility belt, 30 of them are in his cape, and the rest are in his Batmobile. How many batarangs are in his Batmobile?
Answer: 50.0","Question: Batman has 100 batarangs. 20 of them are in his utility belt, 30 of them are in his cape, and the rest are in his Batmobile. How many batarangs are in his Batmobile?
Solution:
def solution():
    #Batman has 100 batarangs
    batarangs_total = 100
    #20 of them are in his utility belt
    batarangs_utility_belt = 20
    #30 of them are in his cape
    batarangs_cape = 30
    #The answer is
    batarangs_batmobile = batarangs_total - batarangs_utility_belt - batarangs_cape
    return batarangs_batmobile"
35,mathwell,mathwell_q759,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,12.0,783,"A candy store has 125 lollipops. 25 of the lollipops are sour, 50 are sweet, and the rest are spicy. How many spicy lollipops are there?","def solution():
    #The candy store has 125 lollipops
    lollipops = 125
    #25 of the lollipops are sour
    sour_lollipops = 25
    #50 are sweet
    sweet_lollipops = 50
    #The rest are spicy. The answer is
    spicy_lollipops = lollipops - sour_lollipops - sweet_lollipops
    return spicy_lollipops",50.0,candy,,,"Question: A candy store has 125 lollipops. 25 of the lollipops are sour, 50 are sweet, and the rest are spicy. How many spicy lollipops are there?
Answer: 50.0","Question: A candy store has 125 lollipops. 25 of the lollipops are sour, 50 are sweet, and the rest are spicy. How many spicy lollipops are there?
Solution:
def solution():
    #The candy store has 125 lollipops
    lollipops = 125
    #25 of the lollipops are sour
    sour_lollipops = 25
    #50 are sweet
    sweet_lollipops = 50
    #The rest are spicy. The answer is
    spicy_lollipops = lollipops - sour_lollipops - sweet_lollipops
    return spicy_lollipops"
36,mathwell,mathwell_q1124,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,14.0,1168,"There are 300 dogs in a dog park. 200 of the dogs are large, 60 of the dogs are medium, and 40 of the dogs are small. How many large and small dogs are there?","def solution():
    #There are 300 dogs in a dog park
    dogs_total = 300
    #200 of the dogs are large
    dogs_large = 200
    #60 of the dogs are medium
    dogs_medium = 60
    #40 of the dogs are small
    dogs_small = 40
    #The answer is
    result = dogs_large + dogs_small
    return result",240.0,dogs,,,"Question: There are 300 dogs in a dog park. 200 of the dogs are large, 60 of the dogs are medium, and 40 of the dogs are small. How many large and small dogs are there?
Answer: 240.0","Question: There are 300 dogs in a dog park. 200 of the dogs are large, 60 of the dogs are medium, and 40 of the dogs are small. How many large and small dogs are there?
Solution:
def solution():
    #There are 300 dogs in a dog park
    dogs_total = 300
    #200 of the dogs are large
    dogs_large = 200
    #60 of the dogs are medium
    dogs_medium = 60
    #40 of the dogs are small
    dogs_small = 40
    #The answer is
    result = dogs_large + dogs_small
    return result"
37,mathwell,mathwell_q76,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,15.0,76,"Serena Williams has 23 Grand Slam titles. 

Venus Williams has 7. 

How many more Grand Slam titles does Serena have than Venus?","def solution():
    #Serena has
    serena_titles = 23
    #Venus has
    venus_titles = 7
    #The answer is
    result = serena_titles - venus_titles
    return result",16.0,Serena Williams,,,"Question: Serena Williams has 23 Grand Slam titles. 

Venus Williams has 7. 

How many more Grand Slam titles does Serena have than Venus?
Answer: 16.0","Question: Serena Williams has 23 Grand Slam titles. 

Venus Williams has 7. 

How many more Grand Slam titles does Serena have than Venus?
Solution:
def solution():
    #Serena has
    serena_titles = 23
    #Venus has
    venus_titles = 7
    #The answer is
    result = serena_titles - venus_titles
    return result"
39,mathwell,mathwell_q1212,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,25.0,1261,"A Minecraft player has 1000 experience points. 
They use 500 experience points to enchant their sword. 
They then use 200 more experience points to enchant their armor. 
How many experience points do they have left?","def solution():
    # The player started with 1000 experience points
    experience_points_initial = 1000
    # They used 500 experience points to enchant their sword
    experience_points_sword = 500
    # They used 200 more experience points to enchant their armor
    experience_points_armor = 200
    # The answer is
    result = experience_points_initial - experience_points_sword - experience_points_armor
    return result",300.0,Minecraft,,,"Question: A Minecraft player has 1000 experience points. 
They use 500 experience points to enchant their sword. 
They then use 200 more experience points to enchant their armor. 
How many experience points do they have left?
Answer: 300.0","Question: A Minecraft player has 1000 experience points. 
They use 500 experience points to enchant their sword. 
They then use 200 more experience points to enchant their armor. 
How many experience points do they have left?
Solution:
def solution():
    # The player started with 1000 experience points
    experience_points_initial = 1000
    # They used 500 experience points to enchant their sword
    experience_points_sword = 500
    # They used 200 more experience points to enchant their armor
    experience_points_armor = 200
    # The answer is
    result = experience_points_initial - experience_points_sword - experience_points_armor
    return result"
40,mathwell,mathwell_q1291,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,27.0,1345,Wonder Woman is in a battle. She has 2000 beads. 1000 of the beads are in her lasso. 500 of the beads are in her tiara. 250 of the beads are in her bracelets. How many beads are left?,"def solution():
    #Wonder Woman has 2000 beads
    beads_total = 2000
    #1000 of the beads are in her lasso
    beads_in_lasso = 1000
    #500 of the beads are in her tiara
    beads_in_tiara = 500
    #250 of the beads are in her bracelets
    beads_in_bracelets = 250
    #The answer is
    result = beads_total - beads_in_lasso - beads_in_tiara - beads_in_bracelets
    return result",250.0,Wonder Woman,,,"Question: Wonder Woman is in a battle. She has 2000 beads. 1000 of the beads are in her lasso. 500 of the beads are in her tiara. 250 of the beads are in her bracelets. How many beads are left?
Answer: 250.0","Question: Wonder Woman is in a battle. She has 2000 beads. 1000 of the beads are in her lasso. 500 of the beads are in her tiara. 250 of the beads are in her bracelets. How many beads are left?
Solution:
def solution():
    #Wonder Woman has 2000 beads
    beads_total = 2000
    #1000 of the beads are in her lasso
    beads_in_lasso = 1000
    #500 of the beads are in her tiara
    beads_in_tiara = 500
    #250 of the beads are in her bracelets
    beads_in_bracelets = 250
    #The answer is
    result = beads_total - beads_in_lasso - beads_in_tiara - beads_in_bracelets
    return result"
41,mathwell,mathwell_q115,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,31.0,115,The first-place winner in the Fortnite tournament gets 5000 V-Bucks. The second-place winner gets 2500 V-Bucks. The third-place winner gets 1250 V-Bucks. How many V-Bucks do the winners get in total?,"def solution():
    #The first-place winner gets 5000 V-Bucks
    v_bucks_first_place = 5000
    #The second-place winner gets 2500 V-Bucks
    v_bucks_second_place = 2500
    #The third-place winner gets 1250 V-Bucks
    v_bucks_third_place = 1250
    #The answer is
    result = v_bucks_first_place + v_bucks_second_place + v_bucks_third_place
    return result",8750.0,Fortnite,,,"Question: The first-place winner in the Fortnite tournament gets 5000 V-Bucks. The second-place winner gets 2500 V-Bucks. The third-place winner gets 1250 V-Bucks. How many V-Bucks do the winners get in total?
Answer: 8750.0","Question: The first-place winner in the Fortnite tournament gets 5000 V-Bucks. The second-place winner gets 2500 V-Bucks. The third-place winner gets 1250 V-Bucks. How many V-Bucks do the winners get in total?
Solution:
def solution():
    #The first-place winner gets 5000 V-Bucks
    v_bucks_first_place = 5000
    #The second-place winner gets 2500 V-Bucks
    v_bucks_second_place = 2500
    #The third-place winner gets 1250 V-Bucks
    v_bucks_third_place = 1250
    #The answer is
    result = v_bucks_first_place + v_bucks_second_place + v_bucks_third_place
    return result"
42,mathwell,mathwell_q581,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,33.0,598,Hello Kitty has 2000 pencils. She bought 3000 more pencils. She then gave 2000 pencils to her friends. How many pencils does Hello Kitty have left?,"def solution():
    #Hello Kitty has 2000 pencils
    pencils_initial = 2000
    #She bought 3000 more pencils
    pencils_bought = 3000
    #She gave 2000 pencils to her friends
    pencils_given = 2000
    #The answer is
    result = pencils_initial + pencils_bought - pencils_given
    return result",3000.0,Hello Kitty,,,"Question: Hello Kitty has 2000 pencils. She bought 3000 more pencils. She then gave 2000 pencils to her friends. How many pencils does Hello Kitty have left?
Answer: 3000.0","Question: Hello Kitty has 2000 pencils. She bought 3000 more pencils. She then gave 2000 pencils to her friends. How many pencils does Hello Kitty have left?
Solution:
def solution():
    #Hello Kitty has 2000 pencils
    pencils_initial = 2000
    #She bought 3000 more pencils
    pencils_bought = 3000
    #She gave 2000 pencils to her friends
    pencils_given = 2000
    #The answer is
    result = pencils_initial + pencils_bought - pencils_given
    return result"
44,mathwell,mathwell_q1313,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,50.0,1368,Hello Kitty has 2000 yen. She spends 1000 yen on a new outfit and 500 yen on a new toy. How much yen does she have left?,"def solution():
    #Hello Kitty started with 2000 yen
    yen_initial = 2000
    #She spent 1000 yen on a new outfit
    yen_spent_outfit = 1000
    #She spent 500 yen on a new toy
    yen_spent_toy = 500
    #The answer is
    result = yen_initial - yen_spent_outfit - yen_spent_toy
    return result",500.0,Hello Kitty,,,"Question: Hello Kitty has 2000 yen. She spends 1000 yen on a new outfit and 500 yen on a new toy. How much yen does she have left?
Answer: 500.0","Question: Hello Kitty has 2000 yen. She spends 1000 yen on a new outfit and 500 yen on a new toy. How much yen does she have left?
Solution:
def solution():
    #Hello Kitty started with 2000 yen
    yen_initial = 2000
    #She spent 1000 yen on a new outfit
    yen_spent_outfit = 1000
    #She spent 500 yen on a new toy
    yen_spent_toy = 500
    #The answer is
    result = yen_initial - yen_spent_outfit - yen_spent_toy
    return result"
45,mathwell,mathwell_q948,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,51.0,981,Barbie has 120 pink shoes. She has 300 more blue shoes than pink shoes. How many shoes does Barbie have in total?,"def solution():
    #Barbie has 120 pink shoes
    pink_shoes = 120
    #She has 300 more blue shoes than pink shoes
    blue_shoes = pink_shoes + 300
    #The answer is
    result = pink_shoes + blue_shoes
    return result",540.0,Barbie,,,"Question: Barbie has 120 pink shoes. She has 300 more blue shoes than pink shoes. How many shoes does Barbie have in total?
Answer: 540.0","Question: Barbie has 120 pink shoes. She has 300 more blue shoes than pink shoes. How many shoes does Barbie have in total?
Solution:
def solution():
    #Barbie has 120 pink shoes
    pink_shoes = 120
    #She has 300 more blue shoes than pink shoes
    blue_shoes = pink_shoes + 300
    #The answer is
    result = pink_shoes + blue_shoes
    return result"
