,0,operation,success
76,"### Response: 
Question: Steve has 30 cobblestones. He uses 10 cobblestones to build a house and 5 cobblestones to build a fence. How many cobblestones does he have left?
Solution:
def solution():
    #Steve has 30 cobblestones
    cobblestones_initial = 30
    #He uses 10 cobblestones to build a house
    cobblestones_house = 10
    #He uses 5 cobblestones to build a fence
    cobblestones_fence = 5
    #The answer is
    result = cobblestones_initial - cobblestones_house - cobblestones_fence
    return result",subtraction,1
77,"### Response: 
Question: Super Mario has 100 coins. He spends 20 coins on a mushroom, 10 coins on a fire flower, and 20 coins on a star. How many coins does he have left?

Solution:
def solution():
    #Super Mario has 100 coins
    coins_initial = 100
    #He spends 20 coins on a mushroom
    coins_mushroom = 20
    #10 coins on a fire flower
    coins_fire_flower = 10
    #20 coins on a star
    coins_star = 20
    #The answer is
    result = coins_initial - coins_mushroom - coins_fire_flower - coins_star
    return result",subtraction,1
78,"### Response: 
Question: 
A lacrosse team has 12 players. 
3 of the players are on the injured reserve. 
5 of the players are on the bench. 
How many players are on the field?
Solution:
def solution():
    #A lacrosse team has 12 players
    total_players = 12
    #3 of the players are on the injured reserve
    injured_reserve = 3
    #5 of the players are on the bench
    bench = 5
    #The answer is
    result = total_players - injured_reserve - bench
    return result",subtraction,1
79,"### Response: 
Question: Serena Williams has 1500 career aces. 500 of them were in 2021. 300 of them were in 2022. How many of her aces were in other years?

Solution:
def solution():
    #Serena Williams has 1500 career aces
    aces_total = 1500
    #500 of them were in 2021
    aces_2021 = 500
    #300 of them were in 2022
    aces_2022 = 300
    #The answer is
    result = aces_total - aces_2021 - aces_2022
    return result",subtraction,1
80,"### Response: 
Question: 
Wonder Woman can punch 1000 times a minute. 

She punches for 10 minutes, then 20 minutes, then 30 minutes. 

How many punches did she throw?
Solution:
def solution():
    #Wonder Woman can punch 1000 times a minute
    punches_per_minute = 1000
    #She punches for 10 minutes, then 20 minutes, then 30 minutes.
    minutes_10 = 10
    minutes_20 = 20
    minutes_30 = 30
    #The answer is
    result = punches_per_minute * (minutes_10 + minutes_20 + minutes_30)
    return result",subtraction,0
81,"### Response: 
Question: 
A swimmer swam 12 laps in the morning and 17 laps in the afternoon.  How many laps did they swim in total?

Solution:
def solution():
    # laps swam in the morning
    laps_morning = 12
    # laps swam in the afternoon
    laps_afternoon = 17
    # The answer is
    result = laps_morning + laps_afternoon
    return result",subtraction,0
82,"### Response: 
Question: 
There are 300 cars in a parking lot. 150 of the cars are BMWs. 100 of the cars are Mercedes. 50 of the cars are Audi. How many of the cars are not BMWs, Mercedes, or Audi?
Solution:
def solution():
    #Total number of cars in the parking lot
    total_cars = 300
    #Number of BMWs
    bmws = 150
    #Number of Mercedes
    mercedes = 100
    #Number of Audi
    audi = 50
    #The answer is
    result = total_cars - bmws - mercedes - audi
    return result",subtraction,1
83,"### Response: 
Question: Super Mario has 20 coins. He spends 3 coins on a mushroom, 5 coins on a fire flower, and 4 coins on a star. How many coins does he have left?

Solution:
def solution():
    #Super Mario has 20 coins
    coins = 20
    #He spends 3 coins on a mushroom
    mushroom = 3
    #5 coins on a fire flower
    fire_flower = 5
    #4 coins on a star
    star = 4
    #The answer is
    result = coins - mushroom - fire_flower - star
    return result",subtraction,1
84,"### Response: 
Question: A cat has 9 lives.  A kitten has 2 less lives than a cat.  How many lives does a kitten have?
Solution:
def solution():
    #A cat has 9 lives
    cat_lives = 9
    #A kitten has 2 less lives than a cat
    kitten_lives = cat_lives - 2
    #The answer is
    result = kitten_lives
    return result",subtraction,1
85,"### Response: 
Question: A field hockey player scored 7 goals in one of the league games. She also scored 11 goals in total. How many goals did she score in the other games?
Solution:
def solution():
    #A field hockey player scored 7 goals in one of the games
    field_hockey_goals = 7
    #She also scored 11 goals in total
    game_goals = 11
    #The other game goals
    other_game_goals = game_goals - field_hockey_goals
    #The answer is
    return other_game_goals",subtraction,1
86,"### Response: 

Question: 

Train A is traveling at a constant speed of 60 miles per hour. 

Train B is traveling at a constant speed of 40 miles per hour. 

If they are moving in the same direction, how much faster is Train A than Train B?

Solution:
def solution():
    # define the speeds of Train A and Train B
    speed_train_A = 60
    speed_train_B = 40
    # calculate the difference in speed
    difference = speed_train_A - speed_train_B
    # return the result
    return difference
print(solution())
",subtraction,1
87,"### Response: 
Question: 

A cheerleading squad has 20 members. 

5 of them are on the A-squad, 

8 of them are on the B-squad, 

and the rest are on the C-squad. 

How many cheerleaders are on the C-squad?

Solution:
def solution():
    # total number of cheerleaders
    total_cheerleaders = 20
    # number of cheerleaders on the A-squad
    a_squad = 5
    # number of cheerleaders on the B-squad
    b_squad = 8
    # number of cheerleaders on the C-squad
    c_squad = total_cheerleaders - a_squad - b_squad
    return c_squad",subtraction,1
88,"### Response: 
Question: 
Pikachu has 1000 volts of electricity. 
It discharges 100 volts of electricity in a thunderstorm. 
How many volts of electricity does it have left?

Solution:
def solution():
    #Pikachu has 1000 volts of electricity
    pikachu_volts = 1000
    #It discharges 100 volts of electricity in a thunderstorm
    discharged_volts = 100
    #The answer is
    result = pikachu_volts - discharged_volts
    return result",subtraction,1
89,"### Response: 
Question: 150 pterodactyls are flying in the sky. 120 of them are pink, 20 are blue, and 10 are green. How many more pink pterodactyls are there than green pterodactyls?
Solution:
def solution():
    #150 pterodactyls are flying in the sky
    pterodactyls = 150
    #120 of them are pink, 20 are blue, and 10 are green
    pink_pterodactyls = 120
    green_pterodactyls = 10
    #The answer is
    result = pink_pterodactyls - green_pterodactyls
    return result",subtraction,1
90,"### Response: 
Question: Wonder Woman has 100 lassos. She has 20 more lassos than swords. How many swords does Wonder Woman have?

Solution:
def solution():
    #Wonder Woman has 100 lassos
    lassos = 100
    #She has 20 more lassos than swords
    swords = lassos - 20
    #The answer is
    result = swords
    return result",subtraction,1
91,"### Response: 

Question: 

There are 200 dogs in a kennel. 50 of the dogs are beagles and 25 of the beagles are puppies. 

How many beagles are not puppies?

Solution:

def solution():
    #There are 200 dogs in a kennel
    total_dogs = 200
    #50 of the dogs are beagles
    beagles = 50
    #25 of the beagles are puppies
    beagle_puppies = 25
    #The answer is
    beagles_not_puppies = beagles - beagle_puppies
    return beagles_not_puppies",subtraction,1
92,"### Response: 
Question: Batman has 25 gadgets. 
He uses 5 of them to fight the Joker. 
He then uses 6 of them to fight Bane. 
How many gadgets does he have left?

Solution:
def solution():
    #Batman has 25 gadgets
    gadgets = 25
    #He uses 5 of them to fight the Joker
    gadgets_used_joker = 5
    #He then uses 6 of them to fight Bane
    gadgets_used_bane = 6
    #The answer is
    result = gadgets - gadgets_used_joker - gadgets_used_bane
    return result",subtraction,1
93,"### Response: 
Question: 
A volleyball team has 12 players. 4 of the players are on the court, 3 are on the bench, and the rest are in the locker room. How many players are in the locker room?

Solution:
def solution():
    # total number of players
    total_players = 12
    # players on the court
    players_on_court = 4
    # players on the bench
    players_on_bench = 3
    # players in the locker room
    players_in_locker_room = total_players - players_on_court - players_on_bench
    return players_in_locker_room",subtraction,1
94,"### Response: 
Question: 
Wonder Woman has 2000 lassos. 
She lassos 20 bad guys a day for 5 days. 
How many lassos does she have left?

Solution:
def solution():
    #Wonder Woman has 2000 lassos
    lassos_initial = 2000
    #She lassos 20 bad guys a day for 5 days
    lassos_used = 20 * 5
    #The answer is
    result = lassos_initial - lassos_used
    return result",subtraction,0
95,"### Response: 
Question: 12 unicorns ate 300 apples. 10 unicorns ate 200 apples. How many more apples did the 12 unicorns eat than the 10 unicorns?

Solution:
def solution():
    #12 unicorns ate 300 apples
    unicorns12_apples = 300
    #10 unicorns ate 200 apples
    unicorns10_apples = 200
    #The answer is
    result = unicorns12_apples - unicorns10_apples
    return result",subtraction,1
96,"### Response: 
Batman has 120 batarangs. He has 20 more batarangs than Robin. How many batarangs does Robin have?

Solution:
def solution():
    #Batman has 120 batarangs
    batman_batarangs = 120
    #He has 20 more batarangs than Robin
    robin_batarangs = batman_batarangs - 20
    #The answer is
    result = robin_batarangs
    return result",subtraction,1
