,question,solution,answer,topic
83,"A volleyball team has 12 players. 

Each player has 4 kneepads. 

How many kneepads does the team have in total?","def solution():
    #The team has 12 players
    players = 12
    #Each player has 4 kneepads
    kneepads_per_player = 4
    #The answer is
    result = players * kneepads_per_player
    return result",48.0,volleyball
84,Taylor Swift has 2000 followers on Twitter. She gains 200 new followers per day. How many followers will she have in 5 days?,"def solution():
    #Taylor Swift has 2000 followers
    followers_initial = 2000
    #She gains 200 new followers per day
    followers_gained_per_day = 200
    #The answer is
    result = followers_initial + 5 * followers_gained_per_day
    return result",3000.0,Taylor Swift
85,Superman can leap 1.5 miles in a single bound. How many miles can he leap in 12 bounds?,"def solution():
    #Superman can leap 1.5 miles in a single bound
    miles_per_bound = 1.5
    #How many miles can he leap in 12 bounds?
    result = miles_per_bound * 12
    return result",18.0,Superman
86,"Wonder Woman can lasso 12 bad guys at a time. 
She can do this 3 times per day. 
How many bad guys can she lasso in 5 days?","def solution():
    #Wonder Woman can lasso 12 bad guys at a time
    bad_guys_at_a_time = 12
    #She can do this 3 times a day
    times_a_day = 3
    #For 5 days
    days = 5
    #The answer is
    result = bad_guys_at_a_time * times_a_day * days
    return result",180.0,Wonder Woman
87,"Mario has 100 coins. 
He spends 20 coins to buy a mushroom, 
10 coins to buy a flower, and 
20 coins to buy a star. 
How many coins does he have left?","def solution():
    #Mario has 100 coins
    coins_initial = 100
    #He spends 20 coins to buy a mushroom
    coins_spent_mushroom = 20
    #10 coins to buy a flower
    coins_spent_flower = 10
    #20 coins to buy a star
    coins_spent_star = 20
    #The answer is
    result = coins_initial - coins_spent_mushroom - coins_spent_flower - coins_spent_star
    return result",50.0,Super Mario
88,"In the game, Super Mario can stomp on 30 Goombas, 20 Koopas, and 10 Piranha Plants. How many enemies does he stomp on total?","def solution():
    #Super Mario can stomp on 30 Goombas
    goombas = 30
    #20 Koopas
    koopas = 20
    #and 10 Piranha Plants
    piranha_plants = 10
    #The answer is
    result = goombas + koopas + piranha_plants
    return result",60.0,Super Mario
89,Hello Kitty has 100 pencils. She lends 20 pencils to her friend. She then buys 30 more pencils. How many pencils does she have now?,"def solution():
    #Hello Kitty has 100 pencils
    pencils_hello_kitty = 100
    #She lends 20 pencils to her friend
    lends_20_pencils = 20
    #She then buys 30 more pencils
    buys_30_pencils = 30
    #The answer is
    result = pencils_hello_kitty - lends_20_pencils + buys_30_pencils
    return result",110.0,Hello Kitty
90,"Serena Williams has 24 Grand Slam titles. 8 of them are from the Australian Open, 3 of them are from the French Open, 7 of them are from Wimbledon, and the rest are from the US Open. How many of her titles are from the US Open?","def solution():
    #Serena Williams has 24 Grand Slam titles
    grand_slam_titles = 24
    #8 of them are from the Australian Open
    australian_open_titles = 8
    #3 of them are from the French Open
    french_open_titles = 3
    #7 of them are from Wimbledon
    wimbledon_titles = 7
    #The rest are from the US Open
    us_open_titles = grand_slam_titles - australian_open_titles - french_open_titles - wimbledon_titles
    #The answer is
    result = us_open_titles
    return result",6.0,Serena Williams
93,"A dog has 12 bones. 

It chews 3 bones a day for 3 days. 

How many bones does it have left?","def solution():

    #A dog has 12 bones

    bones_initial = 12

    #It chews 3 bones a day for 3 days

    bones_per_day = 3

    days = 3

    #The answer is

    result = bones_initial - bones_per_day * days

    return result",3.0,dogs
94,"Taylor Swift has 2000 fans. 1000 of them are in the US, 500 of them are in the UK, and the rest are in Canada. How many fans does she have in Canada?","def solution():
    #Taylor Swift has 2000 fans
    fans_total = 2000
    #1000 of them are in the US
    fans_us = 1000
    #500 of them are in the UK
    fans_uk = 500
    #The rest are in Canada. The answer is
    fans_canada = fans_total - fans_us - fans_uk
    return fans_canada",500.0,Taylor Swift
95,Super Mario has 1000 coins. He spends 200 coins on a mushroom. He then spends 3/5 of the remaining coins on a fire flower. How many coins does he have left?,"def solution():
    #Super Mario started with 1000 coins
    coins_initial = 1000
    #He spent 200 coins on a mushroom
    coins_mushroom = 200
    #He then spent 3/5 of the remaining coins on a fire flower
    coins_fire_flower = 3/5 * (coins_initial - coins_mushroom)
    #The answer is
    result = coins_initial - coins_mushroom - coins_fire_flower
    return result",320.0,Super Mario
96,Naruto has 1000 Ryo. He spends 200 Ryo on a new outfit and 300 Ryo on a new headband. How much Ryo does he have left?,"def solution():
    #Naruto has 1000 Ryo
    ryo_initial = 1000
    #He spends 200 Ryo on a new outfit
    ryo_spent_outfit = 200
    #He spends 300 Ryo on a new headband
    ryo_spent_headband = 300
    #The answer is
    result = ryo_initial - ryo_spent_outfit - ryo_spent_headband
    return result",500.0,Naruto
97,"A pound has 15 dogs. 5 of the dogs are beagles, 4 are dachshunds, and the rest are pugs. How many pugs are there?","def solution():
    #Total dogs
    total_dogs = 15
    #Beagles and dachshunds
    beagles = 5
    dachshunds = 4
    #The answer is
    pugs = total_dogs - beagles - dachshunds
    return pugs",6.0,dogs
98,"Steph Curry is a basketball player who is known for his 3-point shooting. He has 2000 3-pointers in his career. 500 of them are from the left side of the court, 700 of them are from the right side of the court, and the rest are from the top of the key. How many 3-pointers has Steph Curry made from the top of the key?","def solution():
    #Total 3-pointers
    total_3_pointers = 2000
    #3-pointers from the left side
    left_side_3_pointers = 500
    #3-pointers from the right side
    right_side_3_pointers = 700
    #3-pointers from the top of the key
    top_of_the_key_3_pointers = total_3_pointers - left_side_3_pointers - right_side_3_pointers
    return top_of_the_key_3_pointers",800.0,Steph Curry
99,Hello Kitty has 200 pencils. She has 20 more pencils than erasers. She has 50 more erasers than notebooks. How many notebooks does Hello Kitty have?,"def solution():
    #Hello Kitty has 200 pencils
    pencils = 200
    #She has 20 more pencils than erasers
    erasers = pencils - 20
    #She has 50 more erasers than notebooks
    notebooks = erasers - 50
    #The answer is
    result = notebooks
    return result",130.0,Hello Kitty
100,"A field hockey team has 12 players. 4 of them are forwards, 6 of them are midfielders, and the rest are defenders. How many defenders are there?","def solution():
    #Total number of players
    total_players = 12
    #Number of forwards and midfielders
    forwards = 4
    midfielders = 6
    #Number of defenders is
    defenders = total_players - forwards - midfielders
    return defenders",2.0,field hockey
102,Captain Marvel has 5000 photon blasts. She uses 2000 of them to fight the Skrulls. She then uses 500 of them to fight the Kree. How many photon blasts does she have left?,"def solution():
    #Captain Marvel started with 5000 photon blasts
    photon_blasts_initial = 5000
    #She used 2000 of them to fight the Skrulls
    photon_blasts_used_skrulls = 2000
    #She used 500 of them to fight the Kree
    photon_blasts_used_kree = 500
    #The answer is
    result = photon_blasts_initial - photon_blasts_used_skrulls - photon_blasts_used_kree
    return result",2500.0,Captain Marvel
103,Captain America has 100 vibranium shields. He uses 20 vibranium shields to fight the Red Skull. He uses 30 vibranium shields to fight the Winter Soldier. How many vibranium shields does he have left?,"def solution():
    #Captain America has 100 vibranium shields
    vibranium_shields_initial = 100
    #He uses 20 vibranium shields to fight the Red Skull
    vibranium_shields_red_skull = 20
    #He uses 30 vibranium shields to fight the Winter Soldier
    vibranium_shields_winter_soldier = 30
    #The answer is
    result = vibranium_shields_initial - vibranium_shields_red_skull - vibranium_shields_winter_soldier
    return result",50.0,Captain America
104,10000 dinosaurs lived on a prehistoric island. 2000 of them were herbivores. 3000 of them were carnivores. 5000 of them were omnivores. How many of them were herbivores and carnivores?,"def solution():
    #10000 dinosaurs lived on a prehistoric island
    total_dinosaurs = 10000
    #2000 of them were herbivores
    herbivores = 2000
    #3000 of them were carnivores
    carnivores = 3000
    #5000 of them were omnivores
    omnivores = 5000
    #The answer is
    result = herbivores + carnivores
    return result",5000.0,dinosaurs
105,"Super Mario has 1000 coins. He spends 200 coins on a mushroom, 300 coins on a fire flower, and 500 coins on a star. How many coins does he have left?","def solution():
    #Super Mario has 1000 coins
    coins_initial = 1000
    #He spends 200 coins on a mushroom
    coins_spent_mushroom = 200
    #300 coins on a fire flower
    coins_spent_fire_flower = 300
    #and 500 coins on a star
    coins_spent_star = 500
    #The answer is
    result = coins_initial - coins_spent_mushroom - coins_spent_fire_flower - coins_spent_star
    return result",0.0,Super Mario
106,"Barbie has 200 pink dresses. 100 of them are short, 50 of them are medium, and the rest are long. How many long dresses does Barbie have?","def solution():
    #Barbie has 200 pink dresses
    dresses_total = 200
    #100 of them are short
    dresses_short = 100
    #50 of them are medium
    dresses_medium = 50
    #Number of long dresses is
    dresses_long = dresses_total - dresses_short - dresses_medium
    return dresses_long",50.0,Barbie
107,"Hello Kitty has 20 pink bows. 10 of them are 1-inch bows, 5 of them are 2-inch bows, and the rest are 3-inch bows. How many inches of bows does Hello Kitty have?","def solution():
    #Hello Kitty has 20 pink bows
    bows = 20
    #10 of them are 1-inch bows
    bows_1 = 10
    #5 of them are 2-inch bows
    bows_2 = 5
    #The rest are 3-inch bows
    bows_3 = bows - bows_1 - bows_2
    #The total length of bows is
    result = bows_1 * 1 + bows_2 * 2 + bows_3 * 3
    return result",35.0,Hello Kitty
108,"A field hockey team has 12 players. 3 of the players are on the forward line, 4 are on the midfield line, and 5 are on the defensive line. How many players are not on the forward, midfield, or defensive lines?","def solution():
    #Total players
    total_players = 12
    #Forward line players
    forward_line_players = 3
    #Midfield line players
    midfield_line_players = 4
    #Defensive line players
    defensive_line_players = 5
    #Players not on the forward, midfield, or defensive lines
    other_line_players = total_players - forward_line_players - midfield_line_players - defensive_line_players
    return other_line_players",0.0,field hockey
